"","name","desc"
"812","46C112","bridge"
"813","47I145","transporting harvest"
"814","42B742","mother  children woman  children family group"
"815","41A681","gardening"
"816","42B71","family life  home"
"817","46A14","farmers"
"818","46C133","packanimal"
"819","42B71","family life  home"
"820","43B143","gathering herbs"
"821","42B71","family life  home"
"822","43B144","picking flowers"
"823","31BB19","resting BB   doors"
"824","26B2","rainbow"
"825","43B13","walking hiking recreation"
"826","41A163","cottage"
"827","25F3","birds"
"828","31BB19","resting BB   doors"
"829","26B2","rainbow"
"830","43B13","walking hiking recreation"
"831","41A163","cottage"
"833","31BB19","resting BB   doors"
"834","26B2","rainbow"
"835","43B13","walking hiking recreation"
"836","41A163","cottage"
"837","25F3","birds"
"838","25G21(ORANGE)","fruits orange"
"839","42B741","father  children man  children family group"
"840","25G21(ORANGE)","fruits orange"
"841","42B741","father  children man  children family group"
"842","49A1","study  diversion"
"843","11D33","adult Christ together  others nonnarrative representations"
"844","49N1","reading  somebody"
"845","42B7422","mother  daughters family group"
"846","41A3362","human figure  open window seen  inside"
"847","43D1","handicrafts hobbies leisure time activities"
"848","73C73","Christ preaching  teaching  general"
"849","49N1","reading  somebody"
"850","49N1","reading  somebody"
"851","41A3362","human figure  open window seen  inside"
"852","11Q5","private worship  religious study"
"853","31A235","sitting figure"
"854","42B741","father  children man  children family group"
"855","43B15","enjoying nature animals"
"856","48C1411","exterior representation   building"
"857","41A6811","watering plants"
"858","43C73","child  nature games  plays"
"859","46C1511","railway train"
"860","46C15112","passenger train"
"861","46C1511","railway train"
"862","46C131","riding  horse ass  mule rider horseman"
"863","46C1511","railway train"
"864","25HH18","cultivated land HH ideal landscapes"
"865","46C112","bridge"
"866","46C131","riding  horse ass  mule rider horseman"
"867","11Q2112","prayer  going  bed   getting "
"868","42B7421","mother  sons family group"
"869","31D11221","boy child  toddler  youth"
"870","46A170","Labour"
"871","11Q2112","prayer  going  bed   getting "
"872","11Q53","private religious instruction"
"873","42A52","playing toddler child amusing "
"874","43C723","bowling  hoop"
"875","42A3","mother  baby  young child"
"876","33A35","conversation dialogue conversation piece"
"877","43B144","picking flowers"
"878","31D15","adult woman"
"879","42A411","cradle crib"
"880","42B742","mother  children woman  children family group"
"881","43C73","child  nature games  plays"
"882","31A27113","strolling"
"883","42AA571","child running errands AA girl"
"884","41A336","human figure  open window"
"885","42B71","family life  home"
"886","47I242","beehive"
"887","46C121","carrying something"
"888","41A3362","human figure  open window seen  inside"
"889","42B71","family life  home"
"890","47I24","beekeeping apiculture"
"891","49N","reading"
"892","33A14","embracing   kissing"
"893","31AA511","mirror AA  women"
"894","49N1","reading  somebody"
"895","33A13","meeting"
"896","49N1","reading  somebody"
"897","42B123","mother  sons  daughters motherlove"
"898","31AA5111","looking   mirror possibly contemplation   beauty AA  women"
"899","49N1","reading  somebody"
"900","31A27113","strolling"
"901","46C131","riding  horse ass  mule rider horseman"
"902","42A55","childhood sorrows"
"903","42B742","mother  children woman  children family group"
"904","46C133","packanimal"
"905","42A5","child  home"
"906","42B742","mother  children woman  children family group"
"907","46C21","ships  general"
"908","25H1314","coastal cliff  crag"
"909","25H1314","coastal cliff  crag"
"910","46C21","ships  general"
"911","25H1314","coastal cliff  crag"
"912","25H1314","coastal cliff  crag"
"913","46C21","ships  general"
"914","25H1314","coastal cliff  crag"
"915","25H1314","coastal cliff  crag"
"916","42AA5","child  home AA girl"
"917","41C21","kitchen"
"918","41A6","garden"
"919","49N","reading"
"920","41A23","bedroom"
"921","42AA5","child  home AA girl"
"922","41C21","kitchen"
"923","41A6","garden"
"924","49N","reading"
"925","41A23","bedroom"
"926","42AA5","child  home AA girl"
"927","41C21","kitchen"
"928","41A6","garden"
"929","49N","reading"
"930","41A23","bedroom"
"931","47I145","transporting harvest"
"932","41A361","tower  house  building"
"933","43B41","playing   woods"
"934","46C24","sailingship sailingboat"
"935","42E432","churchyard around church"
"936","47I145","transporting harvest"
"937","41A361","tower  house  building"
"938","43B41","playing   woods"
"939","46C24","sailingship sailingboat"
"940","42E432","churchyard around church"
"941","42A3","mother  baby  young child"
"942","47I2211","herd flock"
"943","24A1","sunrise"
"944","25G3","trees"
"945","46C24","sailingship sailingboat"
"946","42A3","mother  baby  young child"
"947","47I2211","herd flock"
"948","24A1","sunrise"
"949","25G3","trees"
"950","46C24","sailingship sailingboat"
"951","46C121","carrying something"
"952","42B7422","mother  daughters family group"
"953","42B7411","father  sons family group"
"954","46C121","carrying something"
"955","42B7422","mother  daughters family group"
"956","42B7411","father  sons family group"
"957","47B111","smith blacksmith"
"958","47H44","knitting"
"959","46A63","meeting assembly"
"960","11P31521","monks friars"
"961","45H1","military attack"
"962","45H3","battle"
"963","45L4","destruction  conquered city"
"964","44B16511","coronation procession"
"965","44G52","robber"
"966","45L42","setting  fire  conquered city"
"967","44F31","curfew"
"968","42B71","family life  home"
"969","47A","industrial structures"
"970","41D2423","historical costume"
"971","45H3","battle"
"972","47L1","building  ship ship  construction"
"973","11P31521","monks friars"
"974","44G544(+6)","theft abuse  legal power"
"975","45G2","military selfprotection"
"976","47I221","herding herdsman herdswoman shepherd shepherdess cowherd etc"
"977","11Q73262","couple   priest marriage"
"978","41A223","diningroom"
"979","47H54","embroidering textile industry"
"980","43C1422","bullfight"
"981","44G34","death penalty execution"
"982","44C3","politics"
"983","41B4"," fire ablaze"
"984","31AA4621","plague AA plague epidemic"
"985","44G316","escape escape attempts"
"986","44C"," citizen   rights"
"987","25I28","outskirts  village"
"988","34B121","cat  mouse"
"989","25F26(MOUSE)","rodents mouse"
"990","25F26(MOUSE)","rodents mouse"
"991","25F26(MOUSE)","rodents mouse"
"992","34B12","cat"
"993","25F26(MOUSE)","rodents mouse"
"994","25F34","owls"
"995","25F23(WEASEL)","beasts  prey predatory animals weasel"
"996","25F34","owls"
"997","34D111","mouse trap"
"998","31D11221","boy child  toddler  youth"
"999","47I2133","lamb"
"1000","46A212","giving alms   charity eg handing  food"
"1001","42B7422","mother  daughters family group"
"1002","25I2451","bridge  village across river canal etc"
"1003","35","pastorals Arcadian scenes"
"1004","41A681","gardening"
"1005","42F31","cleaning  house"
"1006","42B113","father  sons  daughters fatherlove"
"1007","43C1113","bird hunting"
"1008","25F35(FLAMINGO)","ornamental birds flamingo"
"1009","25F39(HOOPOE)"," birds hoopoe"
"1010","25F38(TURKEY)","walker  runner birds turkey"
"1011","25F38(GUINEAHEN)","walker  runner birds guinea hen"
"1012","25F32(SPARROW)","songbirds sparrow"
"1013","25F35(COCKATOO)","ornamental birds cockatoo"
"1014","25F36(SMEW)","waterbirds smew"
"1015","25F36(DUCK)","waterbirds duck"
"1016","25F39"," birds"
"1017","25F35(TOUCAN)","ornamental birds toucan"
"1018","25F32","songbirds"
"1019","25F38(PARTRIDGE)","walker  runner birds partridge"
"1020","25F32","songbirds"
"1021","25F39(HUMMING-BIRD)"," birds hummingbird"
"1022","25F36","waterbirds"
"1023","25F39(HUMMING-BIRD)"," birds hummingbird"
"1024","25F38(QUAIL)","walker  runner birds quail"
"1025","25G21(+22)","fruits branch stick"
"1026","31A27113","strolling"
"1027","47I17(HAY)(+2)","agricultural products  byproducts hay labourers crafts industries agriculture"
"1028","35","pastorals Arcadian scenes"
"1029","43B144","picking flowers"
"1030","46C1215 ","carrying something   head    shoulders"
"1031","46A212","giving alms   charity eg handing  food"
"1032","46A17","working class labourers"
"1033","43C77"," childrens games"
"1034","25F711(BUTTERFLY)","insects butterfly"
"1035","25F711(GRASS-HOPPER)","insects grasshopper"
"1036","43B151","hunting butterflies"
"1037","25H151","deciduous forest"
"1038","25FF711(BEE) ","insects bee FF fabulous animals sometimes wrongly called grotesques Mostri Ripa"
"1039","25F711(BEETLE)","insects beetle"
"1040","25F711(DRAGON-FLY)","insects dragonfly"
"1041","25F711(MOTH)","insects moth"
"1042","25F711(WASP)","insects wasp"
"1043","25F26(MOUSE)","rodents mouse"
"1044","25F72(SNAIL)","molluscs snail"
"1045","25F711","insects"
"1046","25F711","insects"
"1047","25F711","insects"
"1048","25F711","insects"
"1049","43C7111","simple running games"
"1050","46C11","road path"
"1051","43C734","child playing  animals"
"1053","34B12","cat"
"1054","43C1131"," kill hunting"
"1055","42E362","column marking grave"
"1056","25F32(ROBIN)","songbirds robin"
"1057","25F32(ROBIN)","songbirds robin"
"1058","25F711(FLY)","insects fly"
"1059","25F62","bony fishes"
"1060","25F711(BEETLE)","insects beetle"
"1061","25F34","owls"
"1062","25F3","birds"
"1063","25F32(LARK)","songbirds lark"
"1064","25F33(KITE)","predatory birds kite"
"1065","25F3","birds"
"1066","25F39(DOVE)"," birds dove"
"1067","42E121","hearsecloth hearsepall pannus funeralis"
"1068","25F32(THRUSH)","songbirds thrush"
"1069","47I2111","bull"
"1070","25F3","birds"
"1071","25F3","birds"
"1072","34B232","fowl cock hen chicken etc"
"1073","25F3","birds"
"1074","25F3","birds"
"1075","25F3","birds"
"1076","25F3","birds"
"1077","25F3","birds"
"1078","25F3","birds"
"1079","33A35","conversation dialogue conversation piece"
"1080","46C13181","walking horse  motion"
"1081","46C13187","leading  horse   reins rider beside  horse"
"1082","34B232","fowl cock hen chicken etc"
"1083","47I2112","cow"
"1084","43B121","outdoor gathering délices à la campagne"
"1085","46A151","beggar"
"1086","25F3","birds"
"1087","25F3","birds"
"1088","48A983","ornament derived  plant forms"
"1089","47I223","milking"
"1090","49B241","child teaching teacher parents   adults"
"1091","46C13142","ass donkey"
"1092","47I123","ploughing"
"1093","25FF32(ROBIN)","songbirds robin FF fabulous animals"
"1094","25F711(FLY)","insects fly"
"1095","25F6","fishes"
"1096","25F711(BEETLE)","insects beetle"
"1097","25F34","owls"
"1098","25F3","birds"
"1099","25F32(RAVEN)","songbirds raven"
"1100","25FF33(KITE)","predatory birds kite FF fabulous animals"
"1101","25F39(DOVE)"," birds dove"
"1102","47I2111","bull"
"1103","25FF32(ROBIN)","songbirds robin FF fabulous animals"
"1104","25F711(FLY)","insects fly"
"1105","25F6","fishes"
"1106","25F711(BEETLE)","insects beetle"
"1107","25F34","owls"
"1108","25F3","birds"
"1109","25F32(RAVEN)","songbirds raven"
"1110","25FF33(KITE)","predatory birds kite FF fabulous animals"
"1111","25F39(DOVE)"," birds dove"
"1112","47I2111","bull"
"1113","31A421","giants colossi"
"1114","31A421","giants colossi"
"1115","31A421","giants colossi"
"1116","31A421","giants colossi"
"1117","31A421","giants colossi"
"1118","48CC7352","horn trumpet cornet trombone tuba CC   doors"
"1119","46A12","nobility  patriciate chivalry knighthood"
"1120","46C24","sailingship sailingboat"
"1121","43C7111","simple running games"
"1122","43C7111","simple running games"
"1123","42B742","mother  children woman  children family group"
"1124","43C734","child playing  animals"
"1125","34F1","animals threatening man"
"1126","43C734","child playing  animals"
"1127","42B8","correction  naughty children"
"1128","31AA2731","falling AA female human figure"
"1129","41C4","family meal"
"1130","41A775","wooden container barrel cask bucket"
"1131","42B7411","father  sons family group"
"1132","34B11","dog"
"1133","47B241","industries wood"
"1134","46C144","fourwheeled animaldrawn vehicle eg cab carriage coach"
"1135","48C3523","carving applied arts"
"1136","43D(+0)"," leisure time activities variant"
"1137","41A16","rural housing eg countryhouse villa cottage"
"1138","46C1521","steam locomotive"
"1139","43B2","openair recreation"
"1140","33A41","gifts  accepted"
"1141","25F3","birds"
"1142","33B9","flight running away pursuing"
"1143","641A23","bedroom"
"1144","48A9832","fruits  vegetables ornament"
"1145","41C41","breakfast"
"1146","46B412","selling"
"1147","46B412","selling"
"1148","41D441","sewing"
"1149","42B7421","mother  sons family group"
"1150","25I241","village street"
"1151","44G311","prison jail"
"1152","44G313","prisoner  cell  locked place"
"1153","42A5521","searching  finding  runaway child"
"1154","41C11","eating"
"1155","49M7","bookshop bookseller"
"1156","46B133","counter shop"
"1157","92D1916","cupids amores amoretti putti"
"1158","44B15","family   ruler  court"
"1159","43B1","enjoying nature"
"1160","71A25","creation   animals Genesis"
"1161","48C7352","horn trumpet cornet trombone tuba"
"1162","71A423","Adam  Eve holding  possibly eating  fruit"
"1163","71B3222"," animals enter  ark"
"1164","71B42"," Tower  Babel"
"1165","71I432","temple  Solomon  Kings   Chronicles "
"1166","73A56(+3)","Mary conceiving Christ  angel  present angels"
"1167","44B191","crown symbol  sovereignty"
"1168","73D76","Christs entombment possibly  angels"
"1169","73E423","Christ taken    cloud Ascension"
"1170","46C131","riding  horse ass  mule rider horseman"
"1171","42A52","playing toddler child amusing "
"1172","31B11","sleeping  bed"
"1173","46A1632","moneychest treasurechest moneybox"
"1174","44E54","litter rubbish garbage street sweeping"
"1175","33A13","meeting"
"1176","48CC7311(+1)","violin fiddle CC   doors artist  work"
"1177","47I221","herding herdsman herdswoman shepherd shepherdess cowherd etc"
"1187","46C13141","horse"
"1188","49N","reading"
"1189","49N","reading"
"1190","42A411","cradle crib"
"1191","49N1","reading  somebody"
"1192","47I4131","picking fruit"
"1193","44G37","public punishment death  intended  involved"
"1194","42B7412","father  daughters family group"
"1195","42B71","family life  home"
"1196","49N1","reading  somebody"
"1197","34B12","cat"
"1199","25FF23","FOX beasts  prey predatory animals fox FF fabulous animals sometimes wrongly called grotesques Mostri Ripa"
"1200","43C768","chasing  playing"
"1201","29A","animals acting  human beings"
"1202","31A4152","wooden leg"
"1203","46A1512","beggars procession"
"1204","25F32","MAGPIE songbirds magpie"
"1205","43B11","contemplating nature"
"1206","29A","animals acting  human beings"
"1207","29A","animals acting  human beings"
"1208","29A1","mundus inversus  reversed world  topsyturvy world le monde bestourné"
"1209","31B11","sleeping  bed"
"1210","29A","animals acting  human beings"
"1211","34A3","training  dogs"
"1212","33A41","gifts  accepted"
"1213","49M32","book"
"1214","31D14","adult man"
"1215","43C1113","bird hunting"
"1216","25F3","birds"
"1217","25F36","DUCK waterbirds duck"
"1218","41C69","meat still life  meat"
"1219","41C11","eating"
"1220","43C1113","bird hunting"
"1221","41C11","eating"
"1222","41C1","eating  drinking"
"1223","43C72","games using special objects marbles top hoop etc"
"1224","49N","reading"
"1225","46C1211","carrying something  basket bag rucksack etc"
"1226","31A2731","falling"
"1227","31A4632","infections  wounds"
"1228","42B81","spanking drubbing  naughty children"
"1229","31A2731","falling"
"1230","42B742","mother  children woman  children family group"
"1231","34F1","animals threatening man"
"1232","43B61","playground equipment"
"1233","31A2731","falling"
"1234","43C7181","swinging childrens game"
"1235","46C132","riding  animal   horse ass  mule"
"1236","46C1319","accident  horse  kindred animal"
"1237","41A3912","pump"
"1238","42B81","spanking drubbing  naughty children"
"1239","46C1319","accident  horse  kindred animal"
"1240","41C1","eating  drinking"
"1241","42F2","marketing shopping household management"
"1242","43A373","clown"
"1243","31D14","adult man"
"1244","25F3","birds"
"1245","42B8","correction  naughty children"
"1246","25F23","LION beasts  prey predatory animals lion"
"1247","25F23","WOLF beasts  prey predatory animals wolf"
"1248","25F22","monkeys apes"
"1249","25F23","BEAR beasts  prey predatory animals bear"
"1250","25F32","ROBIN songbirds robin"
"1251","25F32","WREN songbirds wren"
"1252","25F33","KITE predatory birds kite"
"1253","34B232","fowl cock hen chicken etc"
"1254","34B12","cat"
"1255","34B12","cat"
"1256","31D14","adult man"
"1257","31AA551","dressing oneself getting dressed AA female human figure"
"1258","42D261","departure  honeymoon"
"1259","46C12(+9)","human strength traffic  transport  land accident collision crash traffic  transport"
"1260","34A1","friendship  man  animal caressing petting"
"1261","43C1113","bird hunting"
"1262","25F36","DUCK waterbirds duck"
"1263","47I212","pig"
"1264","25F3","birds"
"1265","47I223","milking"
"1266","47B1821","brewer"
"1267","46C13141","horse"
"1268","34B12","cat"
"1269","34A1","friendship  man  animal caressing petting"
"1270","31A4153","crutches"
"1271","7","Bible"
"1272","11A22","symbols Divine Nature"
"1273","46A33","charitable works"
"1274","24A6","sun represented  face wheel etc"
"1275","25F3","birds"
"1276","47I223","milking"
"1277","48A98","ornaments art"
"1278","49N1","reading  somebody"
"1279","42B742","mother  children woman  children family group"
"1280","11Q2112","prayer  going  bed   getting "
"1281","11Q712","church exterior"
"1282","11Q7","public worship  liturgy   Christian churches"
"1283","31D16","old man"
"1284","46C1442","fourwheeled vehicle drawn  two animals"
"1285","47I212","pig"
"1286","41A18","hut cabin lodge"
"1287","42B741","father  children man  children family group"
"1288","42B","parents   children"
"1289","33A13","meeting"
"1290","46C1442","fourwheeled vehicle drawn  two animals"
"1291","49N1","reading  somebody"
"1292","34B23","domestic birds kept outside  house"
"1293","31D12","youth young man adolescent"
"1294","49N","reading"
"1295","44B113","king"
"1296","44B1511","queen empress etc wife   ruler"
"1297","25F23","LION beasts  prey predatory animals lion"
"1298","25F25","ELEPHANT trunked animals elephant"
"1299","46C13141","horse"
"1300","25F34","owls"
"1301","47I2111","bull"
"1302","47I213","sheep"
"1303","25F32","ROBIN songbirds robin"
"1304","47I2122","sow"
"1305","25F27","WHALE swimming mammals whale"
"1306","34B11","dog"
"1307","34B12","cat"
"1308","25F26","SQUIRREL rodents squirrel"
"1309","25F26","RAT rodents rat"
"1310","43C12","fishing sports"
"1311","41A73","furniture  storage"
"1312","44B231","mayor burgomaster"
"1322","31A2319","standing   head    hands"
"1323","46C132","riding  animal   horse ass  mule"
"1324","43C11","hunting chase"
"1325","13B5","witch sorcerer   devil andor demons"
"1326","29A","animals acting  human beings"
"1327","29A","animals acting  human beings"
"1328","43C11","hunting chase"
"1329","46C131613","reins"
"1330","46A8","unusual manners  living"
"1331","43C1121","hunted animal attacking man"
"1332","29A","animals acting  human beings"
"1333","43C712","jumping games"
"1334","29A","animals acting  human beings"
"1335","29A","animals acting  human beings"
"1336","29A","animals acting  human beings"
"1337","29A","animals acting  human beings"
"1338","29A","animals acting  human beings"
"1339","43C1121","hunted animal attacking man"
"1340","29A","animals acting  human beings"
"1341","29A","animals acting  human beings"
"1342","43C1121","hunted animal attacking man"
"1343","43C1121","hunted animal attacking man"
"1344","43C1121","hunted animal attacking man"
"1345","29A","animals acting  human beings"
"1346","29A","animals acting  human beings"
"1347","29A","animals acting  human beings"
"1348","29A","animals acting  human beings"
"1349","29A","animals acting  human beings"
"1350","29A","animals acting  human beings"
"1357","43C7","childrens games  plays"
"1358","25F3","birds"
"1359","25F39","HUMMINGBIRD  birds hummingbird"
"1360","25F39","HUMMINGBIRD  birds hummingbird"
"1361","25F35","BIRD OF PARADISE ornamental birds bird  paradise"
"1362","46E32","pigeon  messenger"
"1363","25F37(IBIS)","shorebirds  wadingbirds ibis"
"1364","25F38","TURKEY walker  runner birds turkey"
"1365","25F35","PEACOCK ornamental birds peacock"
"1366","25F35","PEACOCK ornamental birds peacock"
"1367","25F33","EAGLE predatory birds eagle"
"1368","25F32","JAY songbirds BLUEJAY"
"1369","25F39","HOOPOE  birds hoopoe"
"1370","25F33","FISHHAWK predatory birds fishhawk osprey"
"1371","25F33","SPARROWHAWK predatory birds sparrowhawk"
"1372","25F37","CRANE shorebirds  wadingbirds crane"
"1373","25F3","birds"
"1374","25F3","birds"
"1375","25F36","PELICAN waterbirds pelican"
"1376","25G3","trees"
"1377","41A7751","container made  plant material   wood basket"
"1378","31B12","sleeping  chair"
"1379","41B211","warming oneself   fire  hearth stove firepan brazier"
"1380","47I4131","picking fruit"
"1381","46C1215","carrying something   head    shoulders"
"1382","31D15","adult woman"
"1383","46C21","ships  general"
"1384","46C25","steamship motorship"
"1385","45D323","sailor"
"1386","45D323","sailor"
"1387","46C24","sailingship sailingboat"
"1388","46C24 ","sailingship sailingboat"
"1389","46C24","sailingship sailingboat"
"1390","46C232","rowingboat canoe etc"
"1391","46C21","ships  general"
"1392","46C21","ships  general"
"1393","25F24","DEER hoofed animals deer"
"1394","34B12","cat"
"1395","46C24","sailingship sailingboat"
"1396","46A151","beggar"
"1397","25F32","ROBIN songbirds robin"
"1398","43C734","child playing  animals"
"1399","46C13141","horse"
"1400","46C13141","horse"
"1401","46C131","riding  horse ass  mule rider horseman"
"1402","31A553","putting  tying  taking  untying sandals  shoes"
"1403","11Q712","church exterior"
"1404","48C7341","drum musical instrument"
"1405","41D283","mask"
"1406","25A13","globe"
"1407","41A761","bed"
"1408","46C13141","horse"
"1409","11Q712","church exterior"
"1410","11Q712","church exterior"
"1411","25F711","BUTTERFLY insects butterfly"
"1412","43C7181","swinging childrens game"
"1413","49N","reading"
"1414","46C131","riding  horse ass  mule rider horseman"
"1415","42B742","mother  children woman  children family group"
"1416","31A2779","walking   water"
"1417","47I213","sheep"
"1418","47I213","sheep"
"1419","46C13183","galloping horse"
"1420","46C131","riding  horse ass  mule rider horseman"
"1421","46C131","riding  horse ass  mule rider horseman"
"1422","47I21111","ox"
"1423","47I21211","hog castrated male pig"
"1424","34B12","cat"
"1425","41A6711","flowers   vase"
"1426","48C7322","harp"
"1427","73C9","Christ  prayer"
"1428","42G2222","sisters second degree family relationships"
"1429","41A761","bed"
"1430","42F2","marketing shopping household management"
"1431","46C298","damage   ship"
"1432","46C1442","fourwheeled vehicle drawn  two animals"
"1433","46C1442","fourwheeled vehicle drawn  two animals"
"1434","47I21","cattle"
"1435","34B232","fowl cock hen chicken etc"
"1436","47I24","beekeeping apiculture"
"1437","47I15","SCYTHE agricultural implements scythe"
"1438","46C131","riding  horse ass  mule rider horseman"
"1439","25F32","ROBIN songbirds robin"
"1440","47D8","GRINDSTONE tools aids implements crafts  industries grindstone"
"1441","25A13","globe"
"1442","25A13","globe"
"1443","49B416","university building college"
"1444","49B21","going  school"
"1445","33A1","saluting"
"1446","34F1","animals threatening man"
"1447","33B14","threatening behaviour challenging"
"1448","41A163","cottage"
"1449","34A1","friendship  man  animal caressing petting"
"1450","34A1","friendship  man  animal caressing petting"
"1451","47I4131","picking fruit"
"1452","43C14","tormenting animals sport  recreation"
"1453","34A1","friendship  man  animal caressing petting"
"1454","34B131","bird   cage"
"1455","43C14","tormenting animals sport  recreation"
"1456","25F24","DEER hoofed animals deer"
"1457","48C1411","exterior representation   building"
"1458","48C1411","exterior representation   building"
"1459","46C13141","horse"
"1460","26B","rain"
"1461","45C41","military camp  tents"
"1462","47I213","sheep"
"1463","48C7341","drum musical instrument"
"1464","47D41","watermill"
"1465","43C7","childrens games  plays"
"1466","32B342","Red Indians American Indians"
"1467","46C131","riding  horse ass  mule rider horseman"
"1468","32B342","Red Indians American Indians"
"1469","32B342","Red Indians American Indians"
"1470","42A3","mother  baby  young child"
"1471","32B342","Red Indians American Indians"
"1472","32B342","Red Indians American Indians"
"1473","45C16","RIFLE firearms rifle"
"1474","46C131","riding  horse ass  mule rider horseman"
"1475","46C131","riding  horse ass  mule rider horseman"
"1476","42B7422","mother  daughters family group"
"1477","46AA175","child labour AA women"
"1478","46C1811","horsesleigh"
"1479","46C131","riding  horse ass  mule rider horseman"
"1480","34B131","bird   cage"
"1481","31D13","adolescent young woman maiden"
"1482","25F(+421)","animals nest den burrow"
"1483","25F(+421)","animals nest den burrow"
"1484","46C24","sailingship sailingboat"
"1485","46C24","sailingship sailingboat"
"1486","34B1311","empty bird cage"
"1487","25F3","birds"
"1488","41A54","fence wall paling"
"1489","42B741","father  children man  children family group"
"1490","42B741","father  children man  children family group"
"1491","47I21","cattle"
"1492","47I15","PLOUGH agricultural implements plough"
"1493","46A15"," poor"
"1494","43C128","fisherman"
"1495","43C1281","fisherman showing catch"
"1496","46C13141","horse"
"1497","46C13141","horse"
"1498","46C1444","fourwheeled vehicle drawn    three animals"
"1499","46C1444","fourwheeled vehicle drawn    three animals"
"1500","46C131","riding  horse ass  mule rider horseman"
"1501","43C12","fishing sports"
"1502","46C24","sailingship sailingboat"
"1503","46C13141","horse"
"1504","31A4111","blind blindness"
"1505","46C1444","fourwheeled vehicle drawn    three animals"
"1506","46C1444","fourwheeled vehicle drawn    three animals"
"1507","46C131","riding  horse ass  mule rider horseman"
"1508","43C12","fishing sports"
"1509","46C24","sailingship sailingboat"
"1510","46C13141","horse"
"1511","31A4111","blind blindness"
"1512","46C1441","fourwheeled vehicle drawn  one animal"
"1513","46C1444","fourwheeled vehicle drawn    three animals"
"1514","49N","reading"
"1515","46C1451","covered wagon hooded wagon"
"1516","43C114","hunter"
"1517","43C11123","hunt predatory animals fox lion"
"1518","46C131","riding  horse ass  mule rider horseman"
"1519","31D13","adolescent young woman maiden"
"1520","31D13","adolescent young woman maiden"
"1521","31D13","adolescent young woman maiden"
"1522","46C512","departure travelling"
"1523","49N1","reading  somebody"
"1524","46B321","bookkeeping accountant"
"1525","41D441","sewing"
"1526","25F39","DOVE  birds dove"
"1527","41B16","campfire watchfire"
"1528","29A","animals acting  human beings"
"1529","43C7132","jumpingrope games"
"1530","34B131","bird   cage"
"1531","34B","domestic animals kept   outside  house"
"1532","34A","taming  training  animals"
"1533","29A","animals acting  human beings"
"1534","29A","animals acting  human beings"
"1535","29A","animals acting  human beings"
"1536","29A","animals acting  human beings"
"1537","46C1463","whip"
"1538","29A","animals acting  human beings"
"1539","34A3","training  dogs"
"1540","34B121","cat  mouse"
"1541","34","man  animal"
"1542","34","man  animal"
"1543","47H313","spinningwheel"
"1544","25F3","birds"
"1545","25F3","birds"
"1546","25F35","BIRD OF PARADISE ornamental birds bird  paradise"
"1547","25F36","waterbirds"
"1548","25F38","OSTRICH walker  runner birds ostrich"
"1549","25F37","CRANE shorebirds  wadingbirds crane"
"1550","25F32","WREN songbirds wren"
"1551","25F39","CUCKOO  birds cuckoo"
"1552","25F39","WOODPECKER  birds woodpecker"
"1553","25F38(PHEASANT)","walker  runner birds pheasant"
"1554","25F35","PEACOCK ornamental birds peacock"
"1555","25F35","PARROT ornamental birds parrot"
"1556","25F39","HUMMINGBIRD  birds hummingbird"
"1557","25F32","JAY songbirds BLUE JAY"
"1558","25F3","birds"
"1559","25F36","SWAN waterbirds swan"
"1560","25F37","WOODCOCK shorebirds  wadingbirds woodcock"
"1561","24A","sun  celestial body"
"1562","24A","sun  celestial body"
"1563","24A1","sunrise"
"1564","26B2","rainbow"
"1565","24B2","full moon"
"1566","25H183","field filled   crop"
"1567","25H133","beach"
"1568","26E2","lightning flash  lightning thunderbolt"
"1569","23F41","winter landscape landscape symbolizing winter  four seasons   year"
"1570","25F","animals"
"1571","25F23","LEOPARD beasts  prey predatory animals leopard"
"1572","25C11","eruption  volcano"
"1573","24F1","contemplating  firmament"
"1574","26C31","storm  land"
"1575","43B11","contemplating nature"
"1576","47I14","harvest"
"1577","46B412","selling"
"1578","25F37","GULL shorebirds  wadingbirds gull"
"1584","11Q2112","prayer  going  bed   getting "
"1585","42B742","mother  children woman  children family group"
"1586","46B132","shopwindow showwindow"
"1587","25F32(FINCH)","songbirds finch"
"1588","44B1511","queen empress etc wife   ruler"
"1589","43C7146","ball games childrens games"
"1590","11Q712 church","exterior"
"1591","46C13141","horse"
"1592","47K42","fishing net"
"1593","43C121(+41614)","angling fishhook"
"1594","46C1451","covered wagon hooded wagon"
"1595","46C26","steamsailer"
"1596","46C1521","steam locomotive"
"1597","25G4","WHEAT plants  herbs wheat"
"1598","43C722","playing  top"
"1599","46C232","rowingboat canoe etc"
"1600","49M11","printing press"
"1601","46C121","carrying something"
"1602","43C1132","hunter displaying  presenting  spoils   hunt"
"1603","32B342","Red Indians American Indians"
"1604","32B342","Red Indians American Indians"
"1605","43C1132","hunter displaying  presenting  spoils   hunt"
"1606","32B342","Red Indians American Indians"
"1607","32B342","Red Indians American Indians"
"1608","46C133","packanimal"
"1609","46C131","riding  horse ass  mule rider horseman"
"1610","61","historical events  situations historical persons"
"1611","32B341","Eskimos"
"1612","25H","landscapes"
"1613","11Q7211","leaving  church  service"
"1614","46C1811","horsesleigh"
"1615","25F35","PEACOCK ornamental birds peacock"
"1616","25F35","BIRD OF PARADISE ornamental birds bird  paradise"
"1617","25F3","birds"
"1618","25F32","SWALLOW songbirds swallow"
"1619","25F37	","shorebirds  wadingbirds"
